from_HexID,to_HexID,Month,TimeIndex,Distance_km,Energy_kWh_day,Energy_kWh_annual,Yarc,Trips,Tail_kWh
15,7,May,37,1.0885,8.026032258064632,248.8070000000036,1.0,-0.0,8.026032258064632
15,7,May,38,1.0885,8.026032258064632,248.8070000000036,1.0,-0.0,8.026032258064632
15,7,November,16,1.0885,6.481363411250886,194.44090233752658,1.0,-0.0,6.481363411250886
15,7,November,17,1.0885,31.50861765740415,945.2585297221245,1.0,1.0,11.508617657404152
15,7,November,18,1.0885,33.0,990.0,1.0,1.0,13.0
15,7,November,19,1.0885,33.0,990.0,1.0,1.0,13.0
15,7,November,23,1.0885,4.1324274338003875,123.97282301401162,1.0,-0.0,4.1324274338003875
15,7,November,27,1.0885,7.52333861187023,225.7001583561069,1.0,-0.0,7.52333861187023
15,7,November,28,1.0885,7.996436940161999,239.89310820485997,1.0,-0.0,7.996436940161999
15,7,October,16,1.0885,6.481363411250886,200.92226574877745,1.0,-0.0,6.481363411250886
15,7,October,17,1.0885,31.50861765740415,976.7671473795288,1.0,1.0,11.508617657404134
15,7,October,18,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,October,19,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,October,23,1.0885,4.1324274338003875,128.105250447812,1.0,-0.0,4.1324274338003875
15,7,October,27,1.0885,7.523338611870258,233.223496967978,1.0,-0.0,7.523338611870258
15,7,October,28,1.0885,7.996436940161999,247.88954514502197,1.0,-0.0,7.996436940161999
15,7,September,15,1.0885,1.411910809590808,42.35732428772424,1.0,-0.0,1.411910809590808
15,7,September,16,1.0885,6.481363411250857,194.44090233752573,1.0,-0.0,6.481363411250857
15,7,September,17,1.0885,31.50861765740415,945.2585297221245,1.0,1.0,11.508617657404152
15,7,September,18,1.0885,33.0,990.0,1.0,1.0,13.0
15,7,September,19,1.0885,33.0,990.0,1.0,1.0,13.0
15,7,September,23,1.0885,4.1324274338003875,123.97282301401162,1.0,-0.0,4.1324274338003875
